REVIEW,RATE,THUMBS_UP_COUNT
"The app is behaving so weird. Items out of stock are showing up . I'm able to add them in basket. On checkout it says items not available. When I click notify it says item available now, but it really isn't because I'm not able to checkout. A few minutes I can understand, but hours after getting notified that item is out of stock it still shows up as available on search pages. How do I even shop?! It's a waste of time adding products to basket.",3,1
Offers nd prices of items are not so good,3,0
BB price little bit higher compare to other online purchased. Most of goods / foods out of stock.,3,0
"Initially, I was very happy with your service and recommended all my friends but now I am disappointed. I was literally waiting for the slots to open, as soon as it opened I tried checking out but all in vain. They are saying no slots available. However, the slots are open on the main page. I even updated the app but to no use.",3,47
Wide range of grocery items and vegies but the quality of vegetables and fruits are not up to the mark.Atleast 2 or 3 vegies or fruits are spoiled in every order.can return but it is not the point.Did complain but no improvement in picking of vegetables by the packing persons,3,0
"They have come a long way. They are delivering quality products most of the time. I felt let down only with fresh fruits and vegetables. It is a nightmare to get bank offers on this app. What they do is place the order on cod , before going to bank payment page. This is very inconvenient ,if the payment fails. Especially while availing bank offers.",3,53
"Earlier I had given 5 stars to bigbasket. Now I just removed two of them after waiting for more than 6 months to get good service like I used to get when I installed this app two years ago. Vegetables used to be really fresh and clean. Nowadays ( not talking about this lockdown) everytime I get yellow rotten spinach stinking like hell, worst quality of garlic after paying double the amount compared to the nearby shops. It's my request to bb please improve your products quality and also delivery",3,0
Please add the feature of requesting a product. I cannot find many products and I would like that feature to be implemented so that I can get those products added and directly buy from bigbasket. Overall a good app with excellent service.,3,0
More often than not short delivered. More often than not late delivery.,3,0
"Well my overall experience with bigbasket is good. I like the huge collection of groceries, vegetables and I got all my items on time. 👍🏼 But I found price of fishes are always high. And secondly ""apply coupon code"" this option is always invalid for me. 👎🏼",3,0
"There needs to be an option to add more items to the cart that is paid for and still not out for delivery seriously the one might need to add items later, and as for the option to order again and select the same time slot that is not working too as it's showing can place only one oder at a time. I mean i am going to just add more items to same cart that is the problem, that's surely an inconvenience for us and loss for the company",3,17
App is good but payment issues if trying to pay via paytm,3,0
Half the things are unavailable,3,0
There are many features in this app and i really like the variety of the product you are providing.. but now i am irritating by the line all slot are full please try again later is this time we need how do you define later ? There are essential item which I need to buy and i am trying to past 10 to 12 day but i couldn't just proceed to checkout please help me here ..,3,8
"I have membership but still not single slot available. Please add 1.option to create 2 to 3 lists in advance for future use 2. Swipe down to refresh 3. Product availability before showcase if possible and if it's not possible then provide save list option for those product which are not available in order list, then we will add the same in next order. I will suggest ideas if any. Thnks",3,6
"I have been using this app for years never had any problems , recently its hard to get delivery slots . I understand that it's limited. Anyways that wasn't much of a problem but recently I ordered finally got a delivery slot. On the day of the delivery , personnel's didn't come and I was given the reason they couldn't contact me.I was told the delivery will take place the next day .they didn't come thr next as well and then Iam asked to cancel and reorder , I need to be able to order . I would !",3,12
Good: UI is good. Its easy to order. Good deals on some products. Bad: It doesn't have all the products we need specially related to dusty to diary. Some products are costlier. Delivery time may vary alot. Offers are bad.,3,0
"Really make a mess when it comes to payments . Their payment portal doesn't always work and sometimes when the payment doesnt go through then you will basically have to wait for trying the second time to make the payment. If there are 2 addresses on one account and by chance you place the order on the undesired address then they will not help and out and just change the address for that order, instead they will ask you to cancel the order and then use the other address.",3,2
I'm using this app last 3 year. All were good in starting but now days it's headache. Quality issue with every 2nd product. Vegetables and fruits quality is so bad we can't consume them. Each time we try to contact the team need to said same problem again and again but can't contact with costumer care.,3,5
"Ever since the last update that was done 2 days before, the app keep crashing. Even after sending the error report, nothing is done so far. Edit:- as suggested by the Team, cleared cache and reinstalled app. It worked once and again its crashing. Dont know when can this be resolved by the Team.",3,0
As expected as 'caring shopper' I checked with neighbors and filled cart with what we need combined than jus by myself reaching a way higher cart value than I would need generally..but the slots are showing full now which were available when I started carting.. I shud have just rather shopped for myself and got what I needed.. Defeats the purpose. I have already emailed on the said address with my phone number.. hope to hear from u asap.,3,0
Booking slots always full. There should be a system for users to be notified when slot is free. We are not jobless to keep looking at your app always and waiting for you to release the slots. Where can I find the BB Star membership benefit of priority in availing slots???,3,0
"The store has almost all grocery, but little pricey on some products. But the thing I hate about is the cancellation of some items in orders and the refund not being initiated to original payment method, instead falls into there app wallet. This is nonsense and if you don't fix this, I will quit using this app.",3,0
Suddenly what is wrong with the app ? I am not able to add items to my basket and even if it's adding when I am checking out the basket is showing empty. Tried reinstalling the app but still the same issue is happening. Kindly check into this on an urgent basis.,3,1
"Very first order, I am dissatisfied. Every Tuesday there is ICICI offer for this month. Ordered as per required guidelines, only to find payment failing forcing me to use alternate card. In addition online payment is preferred since there is liquid cash crunch. But you are suggesting to go for COD. I personally feel that this isn't the right customer centric approach. I lost the voucher application and had to pay the full sum too. Will there be any solution? No reply from app team either.",3,0
Its agood one. Being a star member i expect min good qlty of veggies.prior to lockdown i used to get very fresh and good qlty items.but during this lockdown all items which im getting are poorest qlty.looks like items specially sorted which are already rotten and selling them only. But there are also fresh items sold frehly like milk etc.The good thing is cusmt care is responsive. Happy with that. But complaining every time the order recieved is hardly possible. Hope the services improves,3,0
"05 May - Team, last couple of days I have been trying to place an order when slots are available, however I am unable to do so. The message "" unavailable slots"" keep popping up. Is this a glitch ? Can you please look into this Thanks !",3,0
payment process was bit slow,3,0
"For the last 2 years I buy all grocery products from this app. But, very disappointed the way you have handled this lockdown situation. Overpriced products, unavailability of products for longest time, issue regarding slots.. I wish I had made some local grocery shop my grocery provider,so that I wouldn't have been wasting whole day with this app now.",3,0
Site is slow. Time consuming,3,0
Poor filtering. I am surprised whether u have QAT/ UAT testing team or not. If I typed in search Dates without seeds ....result without filtering everything is displayed.,3,0
"I m the regular customer of BB...but it is very disappointing since last 2 months I m not able to purchase anything from BB... bcoz of their all slots are booked..even I have taken BB star membership too,still I have to face all these problems...in these quarantine days u guys have to help us but it is very sad ...it is not like that,kindly help and short out this problems ASAP....bcoz we were really like ur services...",3,0
"Showing improvement in service. But very difficult to get a slot for delivery. Also too many items out of stock. A solution has to be found to this. Balance has been adjusted. Waiting for delivery tomorrow morning to see the quality. Still waiting for a resolution to the over 500 grams of ice in the ""1 kg"" packet of VIETNAMESE Basa of Empire Foods. Really baaaaaaaaad!!! But better than JioMart who take money but do not deliver!!!",3,1
Since the past 5 days m trying to find a slot but unfortunately even after having a Big Basket star membership m unable to get a slot. What's the use of subscribing to star membership when I can't even get a slot. Totally disappointed!!! Personally prior I have ordered from BigB and the products are really good. But now after being a BigB star member I expect to get priority slots atleast!,3,0
Order is not shown in myorders tab and also got a mail saying money got credited in my wallet...it's not credited and also the amount they said in mail is less than the actual amount... Help me with this...,3,0
"Hi Team, Thanks for your hardwork in making the things easier by your services in this crucial period. I am still not getting any notifications from your app regarding the slot availability. Last three orders was a mere luck where I found the slots at the right time. Since 2 weeks until now, I am struggling to get the slot available for my order. I have dropped you mail but it seems like all in vain. Please favour me by allowing the notifications via email or phone at best possible manner.",3,0
You guys do not have slots available in my area since over a month now. Almost everyday I check and the slots are full. There has been a complete lockdown in my area since the past 4 days now and it's a huge problem for us to go and get food from somewhere else as travelling is also prohibited. Please do something about this.,3,0
"Been keeping an eye on the website for a week for a slot and finally when it's shows up yesterday and today, after clicking on the checkout and when it reach the delivery option it gets cancelled due to slot unavailability, even though it shows available, please try to get this fixed as soon as possible",3,2
Been a big basketeer for many years now. But it's on a downhill in terms of performance. Getting suitable delivery slot is tough (even in pre lockdown period). Delivery boys goof up and deliver part order only. Many tines app shows items available which are practically out of stock. Quality of fruits and vegetables is deteriorating.,3,2
"The latest software update dated 29 May , 2020 is leading to hanging of my android phone forcing me to force restart option every time I try to use the big basket software . Not able to use the big basket software at all. Till now it was a breeze to shop on big basket. Please solve the issue and oblige.",3,0
"Very upset with the service, last one and half week I'm trying to place order, continuously I'm getting msg ""Unfortunately slots are not available"" but in slots it's showing available. Apart from this I called on customer service 2-3 times, they gave reason it's technical mistake, okay we understand their problems but yesterday when I called their executive told from tomorrow onwards you place the order it will work now so i tried in the morning but I faced same problem.",3,1
"BB, you are doing a great job. However there is no option for online payment via Sodexo cards. I understand that you don't allow meal passes as a safety concern but Sodexo cards can also be used to pay online like Zomato and others have it . Please add this feature for a better experience.",3,0
Earlier I was very satisfied with the service provided by bisbasket. However I am trying to order few essential items since almost 45days (before starting of lock down period) but not getting the slot . I am very much disappointed for not getting a slot for so long,3,0
"When we apply the Vouchers The transactions get failed and is converted into cod for some error issue. Therefore, we don't get any discount on vouchers.",3,0
"My last experience of buying vegetables from BB was way too horrible. Amongst the items were few rotten tomatoes and cucumbers. Therefore, I stopped buying live food items and instead keep on buying the other packed stuff.",3,0
"During this lockdown crises, It always shows that all slots are full 24×7. This is very much disappointed. I am trying to place the order from past 20 days. That's why the rating of this app is decreasing day by day. On the Home page, it is always written that Bigbasket deliveres over 30,000 people daily. Please stop giving this fake information. I hope that you will do the needful for those who are in need.",3,1
Everything is fine with the service apart from delivering the service on time. There is always a delay in delivering the order. If i am selecting a slot between 7a.m- 9a.m however they will deliver the order aftr 10 am or 10:45am.,3,0
"Atleast you are delivering during lockdown, but the app I felt its very clumsy. One thing which pisses me off the most is, I keep adding stuff in the cart and while checking out the review tells many products unavailable..so back to square one. Stuffs are costly here comparitive to others.",3,0
"All good except for the fact that it has a few products listed for which the add to cart button doesn't work and certain things are shown unavailable only right before the payment page, even though the products are still hown as available in the catalogues.",3,0
App is good but If you add Google Pay also it will be very usefull. Because for paytm we need to add amount but for Google Pay it will be debited from our Bank account. Few seasonal fruits now cost has been redused but still you rates are redused.,3,0
I thought once you have a funds in wallet and pay the membership fees it easy to get slot.But I'm really disappointed. Every minute I check to get slot. But it's always the same no slot available.,3,0
Updating as service other than below is good. Huge decline in customer service. Be careful with new orders. Trying to scam with cancelation charges and the customer care number is not dialable from Airtel. Chat customer care only does copy paste without even reading queries.,3,1
"The app shows delivery slot available. But on checkout, it display message that no delivery slots are available at the moment. This has been happening all the time since last 2 days.",3,2
Over all its fine but few glitches like some of the items gets cancelled on the day its supposed to be delivered and they don't notify you. The money is credited to bb wallet so we are bound to buy from them. Can not rely on bb for essentials.,3,0
"The notify function is not working. If I press notify for a product and later close the app, the next time I open it I see the same product as un notified and I have to click notify again. Due to this I am not able to receive notification when the product is back in stock. Do fix this bug. Thanks!",3,0
Good app but lacks a basic feature of filtering the out of stock products. Its annoying to see such a basic feature is not there. Have to scroll through all the out of stock products and wasting time.,3,0
The slots for booking is a mess and whenever they show that slot is available in checkout it will show slot is unavailable. If this problem continues then it is difficult to buy the essential items.,3,0
"A Good app,and purchased few items on it in the present scenario,but now I want buy some more items but the app is showing the message of all slots full since last three days , please resolve this ASAP.",3,0
Slot availability is a concern,3,0
It is very nice but so many items are there when I order and when it is coming out of stock on the delivery day. Even too many bugs,3,0
Facing issue after adding items more than 45 in cart. Unable to view or order items in cart. Error says unable to process.,3,0
Very great app but now has removed COD and app is out of reach for seniors like me who do not have access to prepaid methods BB should restore COD for a 5 star rating,3,0
"What an useless experience that you provide everyday. I agree that you are doing valuable service but a lot of products which are there in the menu as available becomes unavailable as soon as I reach the checkout, but still remains so in the menu. After entering notify, I receive the sms that the product is now available but again the same story, unavailable in checkout. The slots are shown but then is unavailable during checkout.",3,0
"It a wonderful experience shopping here. Only concern is that if we couldn't pay online.. The order should not be processed. Sometimes we order to different location where elderly people are there , so payment may not be possible on delivery. You accept orders first even if payment fails online. Pls change that mode.",3,0
Best service but some vegetables are littlebit damages..,3,0
Trying since last 8 days not getting a slot. Earlier even when lockdown started and in between slots were available in at least 3/4 days. Now instead of situation improving BB is getting worse even with star members like me.,3,1
Good overall if you are okay with throwing tomatoes and potatoes as soon as they are delivered as vegetables are rotton generally. Overall okay if no better option nearby.,3,0
Sometimes they charge higher than the MRP. I bought Red labels pack of 1Kg . MRP on the pack was 390 but I was charged 410.,3,0
"During lockdown, i have not got a slot in last 45 days, though in app it shows 65-70% slots are available in your city (kolkata) . I have made hundreds of attempts with 3 prominent locations in proper kolkata. All other online providers are despatching items with the available stock. Is there any reasonable explanation?",3,1
The app is good but why don't you use GPS location along with the address. The delivery person always faces lot of problems while reaching to the location despite of proper landmark mentioned in address.,3,0
"On home screen slot is available however at the time of payment it is showing slot is not available, I am trying since last 3 days...please resolve",3,0
Nice app to buy packaged items but keep an eye on expiry dates as they try to flush expired goods out and cheat customers who may not notice. Don't recommend this for fruits and veggies as their quality has down a lot.,3,0
"I am trying to place order, but all the time I am seeing slot not availavle. I can understand the covid situation and load you might have. Today I am able to see slot available, but on checkout page I am getting slot unavailable. Not sure which item I need to remove to place order successfully.",3,0
"Overall experience is excellent in terms of quality, packing, delivery before today's experience. Which must be improved: 1) I have ordered 25 items out of which 2 were cancelled due to unavailability, rest 23 items also were not delivered by BB. I asked on chat I was told that my address is unserviceable. I was surprised to hear the reason as I have received many orders on the same address. 2. The chat reps ends chats without any intimation for ending chat.",3,0
Good and varities of product. With limited offer. But one thing u should work on is that rate and review options. Because whenever giving a honest review. If its negative it never reflected or published. U only publish review with 5star. So learn to take both reviews.,3,0
Recently i am experiencing issue with App.. product show available but when i add it in basket and go to purchase it shows unavailable but when i click it notify me it show product is available. I dont know what is going on with this aap.. 😤,3,1
Always slots are full. Atleast giv a pop up notification when slots open. I understand situation is tough right now but at least when u open slots in some pincodes please give a notification. Whats the use of taking thr star membership that i have.,3,3
Usually this app gives a great service but currently I'm irritated by the same try later message. When will the slots be available and when should I try? They should specify a particular time.,3,0
Three star only for availability of items. Why you have stopped offers now ?,3,2
"Before check out itself if you could notify that certain items are not available, it would be helpful, other than that app is brilliant",3,0
I am a bb start costumer of big basket but I do not recommend to try this.they just showed the voucher coupen bit in real time when u are going to apply transection gets failed and it convert to COD,3,0
"Satisfactory , First I ordered through the app thrice but now I m unable to order even though the app shows the slots available .Plz bb team check into the matter as quickly as possible. Edit 1 :I have shared the details but u haven't responded to it yet . Edit 2 : It's been 6 days since I wrote the review still no response. ☹️☹️😒😒",3,0
The app is slow.... Gets a bit frustrating...it is still very slow... Regular feature😕😕😖,3,0
"First of all thanks for providing essential items in this time.  I am irritated now to get a slot, I am trying from last 10 days every time it says all slots are full please try later.  Can you please tell me at what time I should try.  There are things which I need to buy but I can not processed to checkout.  I added items in my shoping cart, even several times items which added shown ""out of Stock"" At least take the order and allot available slot as per order received,  Please look",3,0
Its a good app most of the times the product are out of stock,3,0
App is good from the usability stand point. Wish there was a payment mode - sodexo(where I enter my card details and CVV) to place the order as sodexo while delivery is disabled keeping the current pandemic situation in mind.,3,0
Almost all of the items are out of stock all the time which makes the app no use sometimes...great app though,3,0
Installed 1 month before. Not even one time got slot to buy then what is the use of this app. After some update slots are working for some extent.,3,0
"I've been ordering from big basket for quite a while now and i always ended up with a good experience. However, one tiny mistake is enough to kill the impression no matter what the odds are and now i am very disappointed on receiving expired products which is a shame actually.. this is something that shouldn't be happening during a pandemic. Virus and expired food?? Come on.. please check before you pack the stuff",3,0
"I love this app, but i am faced so many problems, on my first order i received incomplete items and they took money but not sent the items. And, please start cash on delivery as soon as possible..",3,0
"ALL SLOTS ARE FULL EXCEPT 2 TO 3 SECONDS IN 24 HOURS Slots would fill up in like 2-3 seconds. Strange. Home page shows standard delivery, when I go to payments, it says no slots are available, even when my order is predecided. What's going on !?!?!? How are you "" improving "" on your service ?!!? I do not see anything but degradation ! Please be on the lookout for hackers",3,0
"My past experiences were good. But nowadays, at a very crucial time, how could you people stop servicing. It is very much necessary at current locdown situation, as food items are not available properly in local shops. Its just showing no delivery slots available. It's being very problematic for us, who depends upon online services. Please be a little kind and start servicing. I know there will be huge pressure upon you guys, but that is the main time we need this mostly. Please try something.",3,0
Need to improve on cashback and discount offers on foodstock,3,0
Nicw app for essentials. Only few things. It wasn't taking order before this coz it was saying schedule n vehicle was full slot. Also its good that you deliver fast but the 8.30- 10.30 ... Most of the time delivery happening 10.30 After which is not convenient nd cool time... The delivery should be not asking too much Questions inspite of explaining the adress so many times. Rest is Cool!,3,0
The deli ery charges are blvery high and above 500there should not be any delivery charges. The items available quantity should be given on the item if very less quantity is available,3,0
Always gives option for cashback ....but never got any cashback from bigbasket.... If u are not going to give any cashback than dont make fool by giving luring promocode......vry disappppointing,3,0
"Bigbasket used to service well. But now, we haven't got a single available slot in the last 15 days. But keeps reminding the products that are available. Of what use?? Disappointed",3,0
"Not able to open this app.. BB is one of the most preferred app of mine.. But now a days, while trying to open this app , it is showing some error.. Please fix it asap",3,0
"The only problem that I find is that after adding items to the cart, it says that it is sometimes out of stock. It should be there till a few months at least. And tell us what is out of stock beforehand",3,0
Almost always the slots are full in the last 2.5 months. This app is of no use for me. Did not even receive the discount after my first order.,3,0
Do not exchange even unopened packet,3,0
Some items are costly than normal or on other purchasing options. Rest experience is good,3,0
"Need prompters when first few alphabets are typed, don't allow cart to be loaded if products are out of stock, search engine is very poor",3,0
"Very good experience. During the entire 3 months period, i couldn't get a single slot. And, how can i give 5 star. Its not worth",3,1
More goods should be made available.,3,0
I understand that there is a rush and limited resources and people available ...but ever since the lock down they show no slots available ... I have seen the big basket truck come to my complex everyday ... It has been weeks and a delivery is really necessary yet there r never any slots available when I check When can I get an available slot ? And how come other people r ordering but specifically my account never shows any slots .. Can there be a better algorithm to allow everyone a chance?,3,0
No at all satisfied because always the slots are full and they always say that try again and never notifies when the slots are getting empty.,3,0
Payment option is very poor . Even after paying the status shows not paid. Today when I got the delivery few items worth Rs 68 were delivered on COD basis . On making payment system was slow .And after that status awaited. The delivery boy didn't have change and online payment was not acceptable.,3,0
"Quality of BB royal brand isn't up to the mark. Many times once you add a product of other brand to the cart and try to check out, it shows the product is unavailable and shows a BB product as alternative.",3,0
3 cheers for big basket's efforts. But recently due to covid-19 pandemic the service has been hit hard. Most of the time no slots are available in kolkata. I request big basket to look into it as it is the only saviour in these times.,3,0
I have always been very dependent on Big Basket for almost all my supplies. But I haven't found a single slot since last 1 month despite not being in a containment zone. It is disappointing.,3,32
"There are no slots available and no notification when slots will be available as I am trying 4-5 days but showing ""no slots available"". Please need your support here......",3,1
Most of the demand product always not available,3,0
I obviously want to get groceries but why is it giving me updates 3 times a day when there are no slots available? And what is the point of the app if slots are unavailable for a whole week?,3,0
This app has been crashing regularly for the past one week. I have tried almost everything but in vain.,3,0
Good app good support sometimes there is laxity in orders are not checked perishable items received are not in good condition. Which needs to be checked by the delivery staff had bad experience so stopped buying fruits and veggies. Other products genuine no issues faced. App performance is very good.,3,0
Face issues from last 15 days there is no availability of slot thereafter membership is renewed.what is use of paying money towards membership during this lockdown. Its all about fraud or else making fool.,3,0
Experience was good earlier however since last more than a month after selecting orders and reaching check out the app shows some orders not available. I don't understand why time is wasted when products are not available. No delivery slots is shown since last 15 days. I don't understand how can there be no delivery slots in 15 days. I think it's time to shift to some other service provider. Just now it showed delivery slot for tomorrow and when I tried to order it shown no delivery slots.,3,0
"App not working, with available time slot, final check out option show's no slot available. Been showing this error from last one weeks",3,0
"After booking,some items are shown not available during final billing,why don't u Remove items if they r not available- meaning don't display",3,0
Why is the app crashing so many times in the past weeks? I'm unable to access my order details and even after multiple login attempts I'm not able to view my account.,3,0
Everytime the slots are unavailable Though ordering process is fine the slot problem makes it unusable,3,0
"Very good application. But kitchen instruments( vegetables, any packed food, sagudana, nut, amla, fruits, green coconut, knife etc ... ) very expensive.",3,0
"In first page it's showing as slots are available, but when I checkout it's saying no delivery slots are available. So frustrating.",3,0
"Many Slots were available in last two to three days, but will not allow to book.... Waste of time....",3,0
I have placed the order and it is due on this Sunday. But I'm unable to open the app as the app isn't functioning and it says page not found. Kindly let me know the solution..,3,0
During this lockdown period this app was helpful at beginning but now all I can see is no slot availability complicated to place orders now,3,0
Unable to place order even though the app is showing deliver slot. Getting error there is no available slot when tapping checkout. Please fix Asap.,3,0
"Products are good. But do not buy yogurt, cut vegetables. 2/6 yogurt are bad..... And cut vegetables(we bought cut pumpkin) are smelling bad.",3,0
Services getting better gradually.. But surely prices are high!!,3,0
App is good.. but in a hard time like corona..this app is not delivering. Continuously showing slots are full. Disappointed.,3,0
"App is slow. Used this app for first time, took lot of time to select items. Checkout was smooth",3,0
"There is a bug wherein the refund amount is incorrect. The refund should be initiated based on the total amount including the delivery charges, however, they return only the item's worth. This should be taken care of, especially if the order cancellation is from your end. Imagine agreeing to pay 50 bucks for delivery, then bigbasket cancels your order and decides not to pay back the delivery charge. Guess what, you never delivered the item, what's the deduction for?",3,0
"To lengthy, complicated.",3,0
"It's good but they refund money for unavailable products in their own wallet which isn't good, like if the amount is Rs. 1000 /-, then its stuck in the wallet. Pls refund back to the PayTm or our Bank A/c.",3,0
I have been trying from past 1 week either items are out of stock or slots not available. I am a bb star member and no slots for star members also. I am very disappointed 😞,3,0
"There is a big issue in partial online payment, i had partially paid using sodexo and application had not let me pay remaining amount through netbanking/UPI. I have to call customare care.",3,0
"Dosent let you check out if items are not available and does not show the same. Everything else is fine, quality is good",3,0
"Some bug in application.. When i add an item, it allows me to add bt when i checkout , it shows out of stock & when i click Notify me when its available, it says the item is available now..",3,0
The latest revision of 14th April has some issue. I am not able to open the app.,3,0
App is crashing lot in covid 19 demand. And no slot booked are also high delivery date is far away. U need to look upon faster delivery or same day delivery and increase no of delivery to cop up the situation,3,0
"Irritated by ""all slots are full "" otherwise is good . Thanks.",3,0
"Whenever I tried to order something it show slot time but while payment it shows no slots are available ,I tried a lot of times and this happens everytime",3,0
Great options to select They should include more brands and break down to smaller quantity if possible. Packaging needs a definite look around as compared to competition like Grocers and Amazon Overall good price options with the current lockdown scenario but post normancy will have hugh competition from other e com as price factors plays a very critical role in choosing the service ... Keep up and looking forward for even better service enhancement from Big Basket,3,0
"We have been regularly ordering through Big Basket and never faced any issues but since last 2 weeks we are trying to place an order of essentials with no success. In spite of checking the status daily, we are always told the slots are full. How is it possible that no slots are available at all ?",3,0
Hi team There is a bug in the app. Not able to remove item from Cart. Please fix it ASAP.,3,0
Though the slots are difficult to find but bb has helped me during lockdown to get stuffs... thankyou for that.,3,0
App is not working on Redmi Note 7 pro phone...tried reinstalling it after 2-3 attempts again same issue....It does not open and closes the running app automatically,3,0
"I cannot get the slot for my location - Howrah, Salkia. I am trying since yesterday morning but no slot available. Are you people delivering to my location - Salkia or not. I selected so many grocery items, however unable to buy it due to unavailability of slot. Please increase your distribution channel during this crises time, it would be helpful.",3,0
"There are some products which showed me available but it was not available. Need more range of products especially food items, bakery items and dairy items and need earliest available delivery slots in case of disaster situations.",3,3
"The app contains many essentials, I tried to order, . But shows bug report and return to my home screen when I open the app",3,0
Please make sure that delivery slots and items both are available and because daily after 5 or 6 pm no slots are available till the next day. Please fix this also.,3,1
I getting slots all available but after adding products it is not going to final payment Page in that time it's showing slots full this s happened for me from lockdown.,3,0
The quality of vegetables and groceries are great in big basket and delivery is also done on time but the customer service needs some improvement,3,0
Initially experience with bigbasket was good. But now a days most of the products are out of stock or not for sale.,3,0
It's better to notify in advance if the product order is not getting delivered so we can get from somewhere else. Other than this awesome delivery and service. Keep rocking,3,0
These days many items that were ordered could not be delivered. Vegetables and fruits not always fresh.,3,0
Everything up till checkout was good but then we try to checkout there is a message saying that the slots are full and they never open up,3,0
"Good service, but quality of all product they delivered is not good, also review and rating of product in app is baised , only good review they allow to display bad they don't, I have personaly experienced this.",3,1
"/customer calling number is premium number, will empty your pocket before you even realize it /chat support has issues",3,0
Slow in loading and don't find delivery slots for a long time,3,0
I was told that for the first delivery I ll not be charged for delivery. But I was infact charged for it in the end. The layout of the app and the payment options were indeed impressive. Hoping that the delivery is timely and the quality of the products is excellent. I will come back for a detailed review later,3,0
"They are simply refusing sudexo card payment with reason that in covid we are not accepting this, but I don't understand this is also card payment like other debit/credit card payment.",3,0
I was happy with the app but it started crashing it doesn't open and started getting error bigbasket keeps stopping,3,0
"Very disappoint with this app. I am first time user ordered an item but it is not delivered and customer service is worst, no respond regarding with delivery and refund of money.( Edit: they refund money into bigbasket balance after 5 days. But need to improve customer service regarding transparency to customers about their complaints. )",3,0
Since login is not possible error is there..no delivery options are available at this critical time very disappointed..,3,0
Overrated services...no point going for paid membership. Forget premium slots dont even get delivery confirmation for standard slots. Such a waste paying premium membership.,3,0
In case items are not available from the basket they should not be deleted while placing final order.,3,0
Hi enjoy shopping from this app a lots n i do it frequently. My delivery is supposed to happen by today afternoon from 1.30 pm to 3.30..and when im here to check my order stautes its telling me to login again n i tried a lot but its simply not happening..so how to deal with this situation now cz i want my order today itself .,3,0
I am not able to choose the time slot though number of slots available. At last today o am successful,3,0
"Something is wrong, app is crashing immediately after opening. PLEASE CHECK ASAP.",3,0
My bb app is not opening. Plz fix the bug. Tried uninstalling and reinstalling several times. Reported the problem also.,3,0
App stops and doesn't responds many times.. Also the chat option and interface is not very good,3,0
Please add a filter to remove out of stock items. Your service is very helpful during lock down times. Thanks,3,0
"All good, I see delivery slots in home page but upon checkout you get the all slots busy message. Why put up the delivery slots if they aren't available? Please rectify this?",3,0
After spending so much time in selecting goods it says no slots avaolable all the time very frustrating experience,3,0
No one answer the costumer care number. There is no provision to contact big basket. Please do something regarding this issue. thankyou,3,0
"Good app, but delivery slots are almost never available",3,0
Prices are good.. but slot availability is a big concern here.. should work on it,3,0
Most of the time some items not available and sometime rate higher than usual.,3,0
Although slots are available on home page.. Error message on checkout page.. Please resolve,3,0
"Items which can not be delivered, are informed directly at the time of delivery. Why those products' status are not updated at the te of placing the order itself? And customer service representative says, 'at the time of packing, we came to know that product is not available'. Seriously!! You guys don't know what products are available and what are not ! Even if I again place the same order despite the fact that the ordered product is not available, order will be placed. What an immature system",3,0
Fresh ration ia overly priced and not tht fresh,3,0
Good service but getting a slot is very difficult not able to place order,3,0
"App doesn't open at all. I have to browse from website. Service is good in Bangalore. Though costlier than the local market, the fresh items stay fresh for longer time.",3,0
After 2 weeks I was able to get d slot but sad to say most of d important items on my order cart was not available.,3,0
"Liked it but can we please have better image quality of products.It's a tiny image as per today's broadband/4G standards. Don't make my eyes strain. Also, delivery specific contact ph no should be contacted, not registered ph no, otherwise remove or disable phone number field in delivery address section.",3,1
Every time I fill up my cart and wait for delivery slot... the item aren't there in stock anymore. I end piling the wallet and getting things that aren't required all.I have grown weary of this experience now,3,0
It's good for grocery shopping but when it comes to veggies and fruits worst experience I had for three tyms. When I was in Bangalore bb was my favorite for shopping of groceries as well veggies and fruits but jaipur grocery is good but never buy veggies nad fruits from this app in jaipur,3,0
Should have given priority to old regular customers while lockdown. Not bought much hoping to buy here but slots are not available in the whole week. That is not good.,3,0
"Simply pay option is not available, but you are offering cashback in your homepage. How do we pay using simply",3,0
"It has been 2 weeks since the app is not opening, asking for updates and when i am trying it is not uodating. Not sure whether it is a way to say no to the services ?",3,0
All kind of products are not available.all slots are full right now.how can i oder?,3,0
I'm not finding slots since start of lockdown. I don't know if it's Pune authorities who have stopped Big basket delivery. If that's the case just mention that delivery not available in your area. I'll stop checking 10 times a day. Slot full is quite misleading,3,0
Overall good experience. Some items have very limited inventory. Stock gets over in few hours.,3,0
I try to order for a week but slot is not available for me. As I have became bbStar membership. But even I didn't get slot.,3,0
No option to filter out of stock products. Kindly consider adding this feature in next update.,3,0
Sir please give some slots for this location. I am trying for more than 2 weeks but not getting slots.,3,0
It's a good app but variety is low slot shows unavailable.,3,0
Availability option should be at the time off listing,3,0
Its cool but hard to find items of the quantity and flavour you need.,3,0
All main essentials are showing out ofstock & there is not at all discount.,3,0
Need to fix delivery speed and product range rest all good !!,3,0
"Not good It's quarantine. Urgently need groceries, bb slots not full stil they not confirming order.. don't Know why. Very dissatisfied now a days...",3,0
I have downloaded the app to order some things but it is showing all slots are full try again later..,3,0
"Still unable to order and still no one picks up calls even after its said by government that grocery delivery is essential! No proper updates in details! Today is 31st July 2020 and I am sticking with the same review. No change in services for Kolkata. No slots, and lockdown will be soon on 5th August. How are you helping us?",3,0
